Customer ID,Product ID,Purchase Amount,Purchase Date,Category
C371,P45,365.28,2023-10-06,Home & Garden
C403,P38,318.19,2023-10-02,Sports
C175,P7,405.77,2023-11-30,Electronics
C172,P14,187.71,2023-03-04,Sports
C386,P5,471.97,2023-08-27,Sports
C39,P9,232.91,2023-04-22,Sports
C214,P36,330.15,2023-10-18,Beauty
C369,P35,11.82,2023-07-03,Home & Garden
C257,P48,367.21,2023-08-08,Home & Garden
C327,P10,345.21,2023-09-05,Electronics
C162,P17,72.88,2023-01-21,Home & Garden
C32,P21,307.92,2023-03-01,Beauty
C170,P9,432.54,2023-05-25,Sports
C125,P35,40.93,2023-08-02,Home & Garden
C453,P25,35.32,2023-08-01,Sports
C280,P23,152.02,2023-10-31,Home & Garden
C100,P20,456.25,2023-09-13,Clothing
C161,P50,342.92,2023-05-21,Home & Garden
C51,P49,358.77,2023-02-28,Sports
C413,P35,456.88,2023-08-30,Home & Garden
C43,P15,100.76,2023-04-22,Electronics
C2,P46,304.77,2023-06-16,Clothing
C407,P38,190.09,2023-10-07,Sports
C462,P3,436.47,2023-06-04,Electronics
C235,P9,14.43,2023-04-19,Sports
C128,P16,221.71,2023-08-18,Clothing
C155,P29,23.35,2023-11-02,Electronics
C268,P10,375.87,2023-11-18,Electronics
C121,P23,427.93,2023-10-29,Home & Garden
C341,P1,53.7,2023-07-14,Home & Garden
C286,P18,315.53,2023-12-28,Home & Garden
C117,P26,138.39,2023-10-24,Beauty
C391,P27,68.52,2023-04-28,Electronics
C367,P44,23.9,2023-11-14,Electronics
C202,P25,403.0,2023-04-14,Sports
C394,P15,54.82,2023-08-13,Electronics
C263,P48,206.26,2023-03-14,Home & Garden
C174,P28,367.71,2023-01-31,Sports
C15,P36,289.72,2023-01-22,Beauty
C149,P18,386.34,2023-09-11,Home & Garden
C396,P5,440.78,2023-03-18,Sports
C454,P26,62.35,2023-01-17,Beauty
C386,P18,231.97,2023-11-06,Home & Garden
C440,P20,428.72,2023-04-15,Clothing
C55,P21,147.47,2023-12-29,Beauty
C332,P11,171.1,2023-05-08,Electronics
C240,P23,71.49,2023-05-02,Home & Garden
C282,P26,377.77,2023-12-02,Beauty
C56,P20,183.22,2023-04-13,Clothing
C40,P37,226.22,2023-05-06,Home & Garden
C172,P11,253.22,2023-01-13,Electronics
C158,P14,458.91,2023-08-26,Sports
C252,P6,142.02,2023-10-01,Home & Garden
C459,P7,124.48,2023-12-04,Electronics
C452,P48,150.16,2023-12-29,Home & Garden
C170,P5,77.42,2023-06-06,Sports
C435,P29,455.57,2023-08-10,Electronics
C96,P26,278.55,2023-07-14,Beauty
C288,P10,485.73,2023-12-02,Electronics
C359,P2,244.76,2023-01-23,Sports
C95,P3,483.09,2023-03-28,Electronics
C365,P17,214.59,2023-10-21,Home & Garden
C178,P8,133.41,2023-06-28,Home & Garden
C82,P9,50.07,2023-09-23,Sports
C68,P28,434.62,2023-12-12,Sports
C230,P16,201.51,2023-02-14,Clothing
C345,P6,231.22,2023-12-26,Home & Garden
C51,P1,162.58,2023-04-25,Home & Garden
C332,P19,155.59,2023-01-26,Clothing
C495,P16,105.52,2023-02-26,Clothing
C247,P39,470.61,2023-07-18,Beauty
C192,P21,425.31,2023-08-08,Beauty
C472,P17,227.3,2023-01-14,Home & Garden
C322,P36,314.4,2023-01-22,Beauty
C3,P34,282.35,2023-08-11,Clothing
C157,P30,221.58,2023-02-19,Clothing
C393,P41,17.43,2023-03-10,Beauty
C38,P2,35.26,2023-12-11,Sports
C485,P44,376.64,2023-09-05,Electronics
C300,P25,10.93,2023-01-04,Sports
C234,P48,454.78,2023-05-16,Home & Garden
C83,P11,314.99,2023-09-05,Electronics
C96,P6,43.59,2023-08-21,Home & Garden
C147,P32,317.74,2023-09-24,Clothing
C390,P31,67.97,2023-06-27,Beauty
C28,P19,48.07,2023-03-11,Clothing
C72,P11,405.17,2023-04-06,Electronics
C398,P44,393.74,2023-03-25,Electronics
C286,P12,429.14,2023-01-17,Home & Garden
C130,P15,457.16,2023-01-09,Electronics
C164,P18,362.31,2023-08-03,Home & Garden
C6,P38,165.23,2023-06-12,Sports
C15,P46,491.66,2023-03-11,Clothing
C341,P41,250.94,2023-10-26,Beauty
C474,P36,458.43,2023-07-22,Beauty
C243,P13,193.97,2023-04-12,Sports
C342,P2,370.1,2023-10-24,Sports
C130,P44,133.01,2023-05-06,Electronics
C331,P3,413.65,2023-07-11,Electronics
C151,P8,478.88,2023-08-29,Home & Garden
C211,P40,191.78,2023-12-28,Beauty
C34,P29,54.04,2023-03-29,Electronics
C367,P32,25.16,2023-10-26,Clothing
C457,P20,469.6,2023-04-08,Clothing
C58,P19,356.51,2023-11-19,Clothing
C404,P47,330.01,2023-08-26,Sports
C374,P38,38.93,2023-11-21,Sports
C314,P45,445.56,2023-05-04,Home & Garden
C211,P5,295.36,2023-08-07,Sports
C317,P37,41.43,2023-06-07,Home & Garden
C24,P31,342.75,2023-08-14,Beauty
C109,P4,493.18,2023-11-03,Electronics
C376,P28,315.5,2023-04-07,Sports
C427,P22,336.76,2023-01-25,Electronics
C480,P10,292.63,2023-12-27,Electronics
C48,P33,266.33,2023-02-04,Home & Garden
C82,P23,414.52,2023-11-08,Home & Garden
C375,P26,57.06,2023-10-20,Beauty
C85,P39,139.47,2023-06-23,Beauty
C500,P15,356.92,2023-08-26,Electronics
C216,P19,408.59,2023-12-13,Clothing
C181,P47,294.8,2023-06-01,Sports
C267,P31,253.24,2023-06-16,Beauty
C270,P33,146.87,2023-12-25,Home & Garden
C152,P36,213.58,2023-07-16,Beauty
C93,P28,474.79,2023-05-04,Sports
C38,P45,383.17,2023-03-17,Home & Garden
C413,P12,58.04,2023-12-01,Home & Garden
C491,P35,186.18,2023-07-01,Home & Garden
C54,P3,464.28,2023-12-27,Electronics
C398,P8,319.74,2023-03-27,Home & Garden
C57,P36,268.73,2023-05-02,Beauty
C263,P29,48.25,2023-03-01,Electronics
C21,P46,140.15,2023-06-30,Clothing
C306,P42,170.04,2023-10-02,Clothing
C114,P39,382.84,2023-05-02,Beauty
C133,P37,280.46,2023-10-07,Home & Garden
C392,P30,399.65,2023-06-11,Clothing
C375,P15,191.46,2023-09-20,Electronics
C47,P4,292.46,2023-01-22,Electronics
C292,P35,15.94,2023-12-05,Home & Garden
C399,P16,182.12,2023-08-08,Clothing
C463,P14,435.72,2023-10-26,Sports
C112,P26,117.16,2023-10-27,Beauty
C126,P22,272.53,2023-03-09,Electronics
C126,P23,454.12,2023-12-20,Home & Garden
C436,P27,295.56,2023-11-12,Electronics
C180,P20,499.42,2023-11-22,Clothing
C230,P10,323.22,2023-04-06,Electronics
C167,P19,38.89,2023-05-29,Clothing
C168,P9,416.46,2023-06-26,Sports
C202,P14,37.07,2023-06-16,Sports
C6,P41,44.22,2023-08-08,Beauty
C288,P28,282.01,2023-04-30,Sports
C439,P20,316.44,2023-07-26,Clothing
C136,P34,164.23,2023-07-10,Clothing
C29,P17,476.53,2023-01-11,Home & Garden
C265,P50,436.3,2023-07-03,Home & Garden
C143,P3,389.4,2023-09-13,Electronics
C138,P22,73.65,2023-06-15,Electronics
C81,P12,95.04,2023-06-20,Home & Garden
C334,P9,181.98,2023-06-27,Sports
C45,P32,416.32,2023-01-02,Clothing
C429,P46,302.27,2023-01-24,Clothing
C168,P21,163.88,2023-09-26,Beauty
C153,P16,337.43,2023-10-10,Clothing
C366,P20,299.51,2023-02-07,Clothing
C7,P20,103.51,2023-04-02,Clothing
C152,P5,53.09,2023-07-24,Sports
C248,P30,348.95,2023-04-20,Clothing
C114,P25,247.26,2023-12-21,Sports
C96,P20,269.54,2023-01-31,Clothing
C376,P22,218.12,2023-09-16,Electronics
C454,P23,60.66,2023-06-10,Home & Garden
C254,P39,333.38,2023-06-26,Beauty
C492,P18,402.88,2023-08-04,Home & Garden
C279,P32,260.83,2023-02-07,Clothing
C204,P10,366.4,2023-12-09,Electronics
C439,P8,11.96,2023-06-06,Home & Garden
C409,P31,456.27,2023-07-27,Beauty
C97,P20,99.14,2023-01-10,Clothing
C261,P36,172.55,2023-12-10,Beauty
C296,P29,115.35,2023-01-19,Electronics
C120,P6,360.95,2023-06-11,Home & Garden
C173,P20,282.44,2023-07-31,Clothing
C270,P17,398.93,2023-02-26,Home & Garden
C413,P26,267.94,2023-10-12,Beauty
C52,P37,405.52,2023-07-11,Home & Garden
C96,P5,90.61,2023-04-22,Sports
C332,P30,223.35,2023-12-04,Clothing
C409,P32,93.57,2023-11-15,Clothing
C476,P39,485.93,2023-06-04,Beauty
C414,P44,465.34,2023-01-17,Electronics
C120,P32,97.46,2023-03-11,Clothing
C252,P49,41.54,2023-11-07,Sports
C144,P34,350.04,2023-10-06,Clothing
C102,P46,15.22,2023-10-26,Clothing
C440,P16,419.29,2023-05-30,Clothing
C56,P43,27.78,2023-05-04,Beauty
C486,P32,430.23,2023-12-23,Clothing
C4,P28,471.01,2023-09-26,Sports
C481,P9,396.82,2023-01-01,Sports
C83,P33,312.85,2023-07-20,Home & Garden
C414,P37,470.2,2023-10-04,Home & Garden
C326,P15,395.79,2023-05-28,Electronics
C106,P50,176.41,2023-01-24,Home & Garden
C137,P36,422.39,2023-11-10,Beauty
C144,P13,193.96,2023-09-09,Sports
C290,P21,499.87,2023-11-28,Beauty
C271,P34,440.27,2023-04-03,Clothing
C342,P42,220.79,2023-05-02,Clothing
C212,P20,172.2,2023-09-30,Clothing
C237,P19,187.91,2023-04-27,Clothing
C93,P7,317.77,2023-05-16,Electronics
C363,P5,251.85,2023-05-27,Sports
C395,P24,450.24,2023-06-30,Clothing
C145,P29,109.26,2023-11-16,Electronics
C6,P24,280.33,2023-12-23,Clothing
C321,P16,377.72,2023-11-26,Clothing
C4,P28,335.15,2023-05-29,Sports
C365,P48,82.67,2023-10-03,Home & Garden
C368,P30,349.6,2023-08-27,Clothing
C361,P3,432.59,2023-04-03,Electronics
C434,P49,174.89,2023-10-24,Sports
C148,P46,346.47,2023-11-26,Clothing
C457,P6,43.04,2023-04-26,Home & Garden
C338,P21,119.04,2023-11-14,Beauty
C187,P15,271.6,2023-04-25,Electronics
C18,P7,36.75,2023-07-10,Electronics
C234,P36,94.54,2023-01-25,Beauty
C376,P37,101.0,2023-03-05,Home & Garden
C444,P50,92.17,2023-09-19,Home & Garden
C353,P50,131.57,2023-03-16,Home & Garden
C437,P25,188.13,2023-08-19,Sports
C427,P27,15.33,2023-02-18,Electronics
C320,P22,146.12,2023-04-26,Electronics
C390,P15,240.6,2023-10-03,Electronics
C482,P2,338.13,2023-06-29,Sports
C238,P44,397.39,2023-10-08,Electronics
C90,P41,124.29,2023-11-03,Beauty
C218,P38,95.36,2023-07-06,Sports
C123,P9,57.59,2023-11-14,Sports
C18,P40,170.04,2023-03-28,Beauty
C449,P45,204.63,2023-07-05,Home & Garden
C270,P13,442.61,2023-03-11,Sports
C251,P16,362.96,2023-11-02,Clothing
C45,P34,78.0,2023-05-14,Clothing
C137,P21,146.68,2023-12-04,Beauty
C105,P15,353.57,2023-06-19,Electronics
C382,P23,30.76,2023-03-14,Home & Garden
C491,P32,148.68,2023-01-29,Clothing
C344,P35,33.52,2023-04-08,Home & Garden
C66,P8,352.7,2023-08-08,Home & Garden
C334,P6,53.28,2023-09-21,Home & Garden
C43,P16,265.2,2023-09-24,Clothing
C355,P17,414.47,2023-08-08,Home & Garden
C10,P11,468.97,2023-01-27,Electronics
C411,P20,265.45,2023-01-06,Clothing
C94,P30,445.37,2023-08-29,Clothing
C93,P24,162.78,2023-01-29,Clothing
C384,P14,288.1,2023-10-25,Sports
C494,P37,366.4,2023-02-26,Home & Garden
C163,P18,446.87,2023-04-23,Home & Garden
C392,P14,378.01,2023-04-30,Sports
C262,P21,202.74,2023-11-24,Beauty
C367,P40,316.86,2023-05-04,Beauty
C300,P15,218.94,2023-03-24,Electronics
C403,P42,245.94,2023-07-03,Clothing
C205,P21,431.54,2023-10-28,Beauty
C494,P26,197.99,2023-12-23,Beauty
C396,P36,367.17,2023-09-24,Beauty
C33,P8,169.53,2023-01-21,Home & Garden
C228,P40,417.93,2023-08-27,Beauty
C411,P12,495.73,2023-02-26,Home & Garden
C73,P45,219.53,2023-02-18,Home & Garden
C282,P19,239.46,2023-05-28,Clothing
C61,P30,245.64,2023-04-12,Clothing
C10,P15,146.08,2023-12-16,Electronics
C156,P35,134.91,2023-10-16,Home & Garden
C99,P37,83.34,2023-06-15,Home & Garden
C223,P2,285.76,2023-07-23,Sports
C135,P31,31.49,2023-11-29,Beauty
C444,P44,180.58,2023-04-13,Electronics
C382,P37,37.14,2023-03-27,Home & Garden
C199,P40,270.72,2023-05-08,Beauty
C471,P17,258.77,2023-06-19,Home & Garden
C142,P26,235.4,2023-01-19,Beauty
C426,P40,405.29,2023-03-09,Beauty
C142,P7,320.88,2023-12-06,Electronics
C442,P22,35.03,2023-06-24,Electronics
C84,P8,438.05,2023-09-06,Home & Garden
C433,P5,408.94,2023-02-18,Sports
C375,P23,393.96,2023-11-20,Home & Garden
C256,P45,14.11,2023-07-10,Home & Garden
C359,P2,372.75,2023-01-11,Sports
C232,P37,148.33,2023-04-13,Home & Garden
C282,P19,491.47,2023-07-01,Clothing
C102,P39,236.07,2023-05-29,Beauty
C497,P21,204.19,2023-09-27,Beauty
C449,P39,337.0,2023-10-07,Beauty
C467,P38,68.17,2023-05-16,Sports
C190,P18,410.58,2023-02-20,Home & Garden
C348,P44,490.19,2023-10-27,Electronics
C239,P50,476.24,2023-10-14,Home & Garden
C300,P27,338.26,2023-12-15,Electronics
C99,P1,498.39,2023-12-08,Home & Garden
C246,P33,303.11,2023-02-01,Home & Garden
C351,P3,362.0,2023-11-17,Electronics
C44,P9,247.97,2023-02-04,Sports
C417,P5,459.88,2023-05-31,Sports
C348,P47,461.7,2023-01-06,Sports
C426,P4,359.25,2023-11-27,Electronics
C422,P32,242.93,2023-07-23,Clothing
C292,P12,377.77,2023-01-02,Home & Garden
C118,P18,48.44,2023-11-12,Home & Garden
C342,P1,498.03,2023-09-20,Home & Garden
C294,P4,248.21,2023-02-27,Electronics
C115,P4,13.3,2023-06-21,Electronics
C207,P45,457.11,2023-06-01,Home & Garden
C349,P18,254.55,2023-07-01,Home & Garden
C440,P43,282.23,2023-02-15,Beauty
C55,P26,306.74,2023-09-14,Beauty
C4,P17,185.31,2023-07-03,Home & Garden
C467,P48,168.19,2023-02-11,Home & Garden
C257,P24,339.66,2023-09-10,Clothing
C462,P39,76.26,2023-06-23,Beauty
C294,P5,115.76,2023-08-01,Sports
C175,P22,439.69,2023-06-14,Electronics
C353,P22,346.37,2023-10-12,Electronics
C111,P32,360.46,2023-12-18,Clothing
C499,P5,126.57,2023-06-20,Sports
C124,P36,185.39,2023-11-02,Beauty
C253,P35,397.38,2023-11-27,Home & Garden
C332,P13,433.81,2023-11-07,Sports
C110,P14,30.59,2023-09-17,Sports
C165,P34,229.31,2023-02-28,Clothing
C106,P40,416.48,2023-10-18,Beauty
C459,P36,481.33,2023-01-14,Beauty
C66,P23,378.24,2023-04-30,Home & Garden
C357,P15,150.95,2023-09-21,Electronics
C340,P43,17.47,2023-06-11,Beauty
C405,P44,369.61,2023-04-29,Electronics
C232,P1,161.63,2023-09-23,Home & Garden
C444,P8,424.61,2023-11-16,Home & Garden
C345,P1,419.9,2023-09-17,Home & Garden
C156,P12,311.34,2023-09-21,Home & Garden
C247,P19,370.64,2023-07-05,Clothing
C424,P7,302.68,2023-11-18,Electronics
C153,P13,338.16,2023-08-27,Sports
C65,P24,409.1,2023-06-11,Clothing
C208,P45,414.94,2023-06-21,Home & Garden
C332,P47,15.97,2023-01-20,Sports
C384,P22,189.63,2023-06-20,Electronics
C319,P42,425.1,2023-05-09,Clothing
C500,P14,129.17,2023-02-03,Sports
C226,P29,359.01,2023-04-21,Electronics
C143,P18,422.09,2023-04-02,Home & Garden
C460,P33,479.94,2023-08-03,Home & Garden
C467,P7,234.68,2023-10-09,Electronics
C322,P36,93.94,2023-08-16,Beauty
C154,P41,447.51,2023-07-18,Beauty
C32,P18,63.23,2023-08-09,Home & Garden
C170,P1,426.61,2023-03-01,Home & Garden
C230,P41,271.47,2023-03-10,Beauty
C184,P46,244.82,2023-06-22,Clothing
C239,P23,310.43,2023-05-18,Home & Garden
C432,P50,218.23,2023-07-29,Home & Garden
C157,P4,103.07,2023-08-23,Electronics
C164,P19,270.49,2023-09-30,Clothing
C477,P9,26.94,2023-11-09,Sports
C272,P16,16.69,2023-03-23,Clothing
C410,P39,191.71,2023-09-28,Beauty
C383,P13,385.21,2023-07-10,Sports
C358,P32,173.53,2023-11-02,Clothing
C41,P37,188.79,2023-04-15,Home & Garden
C129,P31,122.79,2023-02-21,Beauty
C135,P19,125.0,2023-03-27,Clothing
C273,P7,331.95,2023-06-18,Electronics
C498,P9,126.21,2023-03-06,Sports
C146,P7,137.49,2023-09-02,Electronics
C478,P32,12.96,2023-04-20,Clothing
C269,P40,254.79,2023-04-07,Beauty
C242,P34,333.59,2023-02-13,Clothing
C389,P26,380.07,2023-04-05,Beauty
C47,P2,67.08,2023-03-18,Sports
C445,P26,308.54,2023-06-06,Beauty
C53,P43,498.06,2023-04-12,Beauty
C316,P9,182.13,2023-07-12,Sports
C400,P18,115.67,2023-12-05,Home & Garden
C256,P3,243.79,2023-08-02,Electronics
C299,P47,479.71,2023-05-09,Sports
C370,P40,226.71,2023-11-21,Beauty
C168,P18,419.76,2023-11-22,Home & Garden
C165,P27,297.41,2023-08-19,Electronics
C339,P28,90.67,2023-05-24,Sports
C196,P1,406.53,2023-02-07,Home & Garden
C81,P45,217.9,2023-09-22,Home & Garden
C52,P34,79.84,2023-06-21,Clothing
C329,P48,193.15,2023-01-19,Home & Garden
C283,P35,225.78,2023-06-20,Home & Garden
C495,P13,169.79,2023-10-19,Sports
C301,P5,124.9,2023-03-29,Sports
C488,P6,308.59,2023-01-21,Home & Garden
C431,P35,456.94,2023-07-05,Home & Garden
C173,P35,17.54,2023-06-17,Home & Garden
C277,P1,146.33,2023-10-02,Home & Garden
C74,P38,28.37,2023-08-20,Sports
C248,P46,478.67,2023-05-31,Clothing
C115,P15,212.49,2023-09-08,Electronics
C455,P47,420.12,2023-01-05,Sports
C351,P19,172.65,2023-02-11,Clothing
C178,P45,481.62,2023-09-02,Home & Garden
C159,P17,222.87,2023-05-06,Home & Garden
C64,P48,43.0,2023-03-10,Home & Garden
C404,P14,443.77,2023-02-17,Sports
C489,P7,98.17,2023-05-14,Electronics
C227,P35,53.27,2023-12-12,Home & Garden
C369,P49,441.07,2023-12-08,Sports
C131,P14,415.7,2023-08-18,Sports
C76,P13,378.77,2023-07-13,Sports
C184,P22,253.1,2023-12-01,Electronics
C413,P33,349.88,2023-10-30,Home & Garden
C88,P10,193.54,2023-02-21,Electronics
C264,P37,186.88,2023-07-16,Home & Garden
C464,P39,418.92,2023-06-09,Beauty
C206,P39,311.26,2023-01-08,Beauty
C366,P1,160.18,2023-03-06,Home & Garden
C66,P11,463.74,2023-04-10,Electronics
C240,P31,292.17,2023-04-10,Beauty
C128,P15,102.6,2023-04-04,Electronics
C377,P8,138.86,2023-12-29,Home & Garden
C229,P15,346.18,2023-06-23,Electronics
C474,P45,48.73,2023-02-25,Home & Garden
C357,P4,214.24,2023-12-29,Electronics
C378,P31,443.89,2023-02-05,Beauty
C35,P31,449.79,2023-11-28,Beauty
C17,P2,294.62,2023-03-21,Sports
C339,P15,412.43,2023-03-28,Electronics
C416,P23,327.48,2023-05-25,Home & Garden
C168,P44,397.79,2023-02-23,Electronics
C128,P48,270.94,2023-11-15,Home & Garden
C21,P15,417.2,2023-07-06,Electronics
C231,P33,214.97,2023-11-15,Home & Garden
C221,P44,183.55,2023-12-10,Electronics
C79,P50,472.02,2023-10-25,Home & Garden
C11,P32,478.21,2023-09-20,Clothing
C60,P43,463.04,2023-10-01,Beauty
C219,P8,370.95,2023-10-11,Home & Garden
C291,P35,176.75,2023-02-07,Home & Garden
C225,P34,12.1,2023-04-02,Clothing
C253,P30,74.86,2023-08-17,Clothing
C295,P48,484.74,2023-09-10,Home & Garden
C491,P6,438.24,2023-04-04,Home & Garden
C145,P12,177.03,2023-03-28,Home & Garden
C203,P1,216.48,2023-04-01,Home & Garden
C174,P4,204.59,2023-09-17,Electronics
C291,P32,209.59,2023-09-05,Clothing
C259,P11,191.41,2023-02-20,Electronics
C94,P40,439.5,2023-05-04,Beauty
C283,P20,263.51,2023-02-19,Clothing
C195,P18,172.91,2023-08-04,Home & Garden
C370,P1,79.01,2023-12-15,Home & Garden
C7,P1,228.67,2023-04-01,Home & Garden
C405,P19,402.87,2023-11-14,Clothing
C440,P25,289.14,2023-12-22,Sports
C270,P45,100.51,2023-11-02,Home & Garden
C452,P27,257.9,2023-04-04,Electronics
C116,P19,19.91,2023-02-17,Clothing
C289,P27,259.51,2023-11-05,Electronics
C479,P1,55.7,2023-10-20,Home & Garden
C235,P30,483.18,2023-08-05,Clothing
C178,P26,79.33,2023-01-30,Beauty
C313,P42,424.94,2023-01-28,Clothing
C368,P1,57.29,2023-05-07,Home & Garden
C40,P19,210.5,2023-04-12,Clothing
C263,P11,471.39,2023-12-30,Electronics
C186,P3,251.5,2023-06-13,Electronics
C222,P19,234.58,2023-05-15,Clothing
C191,P32,94.04,2023-01-23,Clothing
C456,P45,388.5,2023-09-13,Home & Garden
C73,P16,498.37,2023-01-13,Clothing
C485,P23,423.26,2023-07-29,Home & Garden
C325,P41,350.87,2023-11-22,Beauty
C270,P33,445.5,2023-04-24,Home & Garden
C294,P42,476.64,2023-11-17,Clothing
C231,P23,415.5,2023-11-10,Home & Garden
C200,P44,217.15,2023-06-23,Electronics
C454,P8,112.37,2023-06-25,Home & Garden
C224,P35,276.47,2023-09-19,Home & Garden
C436,P41,439.19,2023-09-04,Beauty
C441,P15,341.73,2023-02-06,Electronics
C262,P6,444.69,2023-06-26,Home & Garden
C197,P25,452.1,2023-01-27,Sports
C101,P22,493.68,2023-02-18,Electronics
C160,P26,296.6,2023-09-09,Beauty
C317,P31,474.52,2023-05-28,Beauty
C319,P16,15.35,2023-12-12,Clothing
C428,P49,159.32,2023-06-19,Sports
C262,P46,308.23,2023-01-15,Clothing
C278,P47,80.99,2023-06-11,Sports
C212,P13,271.62,2023-07-03,Sports
C138,P26,344.89,2023-12-05,Beauty
C162,P20,430.4,2023-07-29,Clothing
C120,P25,164.59,2023-07-26,Sports
C401,P37,179.69,2023-07-02,Home & Garden
C444,P28,394.75,2023-01-13,Sports
C224,P15,151.28,2023-02-20,Electronics
C116,P35,268.91,2023-07-18,Home & Garden
C271,P18,19.54,2023-08-22,Home & Garden
C3,P16,26.75,2023-07-15,Clothing
C392,P16,419.9,2023-02-27,Clothing
C216,P40,386.48,2023-05-08,Beauty
C256,P25,25.31,2023-09-15,Sports
C408,P34,119.74,2023-10-01,Clothing
C140,P45,319.58,2023-10-21,Home & Garden
C406,P23,56.42,2023-05-16,Home & Garden
C129,P48,238.78,2023-01-23,Home & Garden
C187,P42,146.81,2023-06-19,Clothing
C362,P39,327.88,2023-04-05,Beauty
C402,P46,497.96,2023-12-02,Clothing
C74,P16,375.71,2023-05-11,Clothing
C11,P39,297.73,2023-09-13,Beauty
C217,P39,395.05,2023-05-31,Beauty
C446,P28,206.53,2023-05-07,Sports
C437,P13,247.98,2023-10-24,Sports
C260,P20,470.64,2023-12-25,Clothing
C190,P47,378.95,2023-11-13,Sports
C223,P29,347.21,2023-07-17,Electronics
C450,P4,335.93,2023-10-23,Electronics
C483,P39,470.09,2023-04-05,Beauty
C488,P44,77.03,2023-06-14,Electronics
C195,P14,74.33,2023-10-03,Sports
C246,P21,159.84,2023-03-19,Beauty
C180,P21,432.98,2023-05-16,Beauty
C257,P35,52.13,2023-12-24,Home & Garden
C441,P10,476.8,2023-07-12,Electronics
C131,P17,377.85,2023-03-28,Home & Garden
C256,P50,167.54,2023-10-29,Home & Garden
C70,P31,489.27,2023-05-19,Beauty
C458,P2,367.39,2023-06-23,Sports
C54,P46,208.01,2023-07-20,Clothing
C254,P27,458.97,2023-09-08,Electronics
C145,P45,104.74,2023-07-29,Home & Garden
C244,P28,170.18,2023-03-28,Sports
C270,P30,264.97,2023-07-01,Clothing
C139,P41,151.55,2023-05-30,Beauty
C272,P16,62.4,2023-01-24,Clothing
C3,P21,440.39,2023-10-29,Beauty
C381,P34,420.51,2023-11-07,Clothing
C212,P13,291.22,2023-08-13,Sports
C32,P32,187.38,2023-10-12,Clothing
C321,P26,248.05,2023-12-28,Beauty
C465,P30,49.59,2023-01-13,Clothing
C490,P39,203.85,2023-11-12,Beauty
C301,P21,137.04,2023-07-19,Beauty
C271,P18,127.23,2023-04-23,Home & Garden
C226,P1,156.52,2023-07-19,Home & Garden
C347,P47,251.06,2023-12-25,Sports
C32,P1,391.84,2023-10-20,Home & Garden
C247,P19,380.6,2023-01-12,Clothing
C68,P22,235.09,2023-10-10,Electronics
C180,P25,162.94,2023-11-15,Sports
C353,P42,497.6,2023-08-19,Clothing
C175,P21,414.28,2023-06-17,Beauty
C436,P20,237.68,2023-06-21,Clothing
C124,P37,431.97,2023-02-08,Home & Garden
C247,P49,152.92,2023-10-31,Sports
C425,P11,83.14,2023-05-25,Electronics
C297,P7,148.46,2023-04-24,Electronics
C191,P21,92.31,2023-09-21,Beauty
C491,P9,17.53,2023-06-20,Sports
C209,P50,287.46,2023-04-25,Home & Garden
C103,P47,51.04,2023-05-25,Sports
C148,P44,180.2,2023-03-01,Electronics
C273,P5,385.99,2023-02-19,Sports
C418,P7,72.93,2023-03-30,Electronics
C119,P10,325.12,2023-03-15,Electronics
C343,P21,493.86,2023-02-12,Beauty
C225,P27,329.38,2023-01-28,Electronics
C430,P36,441.41,2023-04-02,Beauty
C352,P22,151.09,2023-07-06,Electronics
C297,P48,456.79,2023-12-01,Home & Garden
C23,P3,229.93,2023-10-03,Electronics
C155,P12,478.33,2023-02-11,Home & Garden
C289,P47,487.35,2023-03-26,Sports
C484,P12,225.27,2023-10-31,Home & Garden
C186,P29,144.7,2023-10-25,Electronics
C287,P40,444.21,2023-09-15,Beauty
C433,P21,34.8,2023-01-08,Beauty
C10,P3,164.82,2023-10-09,Electronics
C370,P1,427.78,2023-05-25,Home & Garden
C29,P6,479.1,2023-11-12,Home & Garden
C90,P33,401.65,2023-04-02,Home & Garden
C324,P42,419.5,2023-03-17,Clothing
C228,P35,14.15,2023-10-04,Home & Garden
C234,P12,133.89,2023-07-11,Home & Garden
C477,P50,222.0,2023-09-22,Home & Garden
C437,P42,316.14,2023-07-19,Clothing
C53,P46,108.73,2023-01-10,Clothing
C97,P46,213.51,2023-04-26,Clothing
C114,P30,59.62,2023-04-05,Clothing
C119,P26,462.72,2023-07-24,Beauty
C77,P28,114.45,2023-12-08,Sports
C323,P15,419.19,2023-02-15,Electronics
C413,P48,331.81,2023-07-30,Home & Garden
C462,P42,396.16,2023-03-30,Clothing
C208,P24,377.86,2023-08-17,Clothing
C241,P26,285.21,2023-06-18,Beauty
C373,P22,202.1,2023-09-11,Electronics
C189,P25,412.07,2023-03-08,Sports
C125,P41,291.28,2023-03-16,Beauty
C223,P20,481.3,2023-07-30,Clothing
C436,P29,75.61,2023-04-11,Electronics
C472,P20,197.32,2023-01-25,Clothing
C26,P37,101.7,2023-08-29,Home & Garden
C154,P3,53.86,2023-05-18,Electronics
C106,P29,372.23,2023-06-24,Electronics
C155,P14,310.95,2023-11-25,Sports
C437,P1,373.61,2023-09-07,Home & Garden
C394,P25,413.63,2023-07-23,Sports
C159,P10,12.62,2023-08-27,Electronics
C120,P49,341.95,2023-06-23,Sports
C180,P37,83.3,2023-04-13,Home & Garden
C392,P31,342.4,2023-04-16,Beauty
